"Ita Seejiq ga tru ta dntulan kari, kiya ka Toda, Truku ni Tgdaya.","我們賽德克族擁有三個方言群，即都達、德路固及德固達雅等方言群。","https://web.klokah.tw/text/sound/25929/428544.mp3"
"ririh saw sklutuc ka knmalu na hangan rudan. Ngalan hangan dsnaw ga asi ka niqan bi pahung, biyax ni mkla musa lmiqu ni malu bi lnglungan na dnii ka snaw ksun.","具有傳承的意義。被選來命名的男子，必須具有勇敢、善獵、善良等事蹟；","https://web.klokah.tw/text/sound/25959/433788.mp3"
"Manu ka ngalan hangan dqrijil o asi ka msu bi lnglungan na ni mkla bi tminun ka dqrijil.","而女子則是溫順、善織者為取用之列。","https://web.klokah.tw/text/sound/25959/433789.mp3"
"Wada niqan ka mangal hangan siyaw lnglingay, uxay kiya o mangal hangan qyqaya uri.","族人命名的方式，也有以當時的自然環境或常用的器物命名，","https://web.klokah.tw/text/sound/25959/433790.mp3"
"Mnsuwil mangal hangan samac ni pnegalang uri.","有時也以動植物命名。","https://web.klokah.tw/text/sound/25959/433791.mp3"
"Duma nanaq ga yasa wada meydang ni wada qmpah nganguc ka tama, dnnanga bubu ka laqi.","有的會因子女年幼時，父親早逝或離家在外工作，由母親撫養著，","https://web.klokah.tw/text/sound/25959/433792.mp3"
"Kiya ni lmtutuc hangan bubu ka hangan laqi, uxay uri o nasi wada mnarux wada pnama mhuma bungan ka tama do, pltudan hangan bubu ka hangan laqi da.","子女以母親之名連接在自己的名字之後，另一種情況是父親因意外或生病死亡者，子女亦改用母親的名字連接。","https://web.klokah.tw/text/sound/25959/433793.mp3"
"Klwaan ta Tanax Tunux siida, mtucing laqi o biqan dha hangan Tanax Tunux kana, so ka Aki mi, Boya, Saburu, Hana, Nacu ni Yuki…dni.","日治時期，原住民所生的孩子會給他取日本人的名字Aki、Boya、Saburu、Hana、Nacu、Yuki……等。","https://web.klokah.tw/text/sound/25959/433794.mp3"
"Sayang nii ta klwaan Kwomincngfu do, wada pryuxun ka hangan dungan, so ka sing Kaw, Cen, Hung, Un, Hwa, Wang dnii.","到了現在的國民政府以後，姓名又更改了，像姓高、陳、洪、溫、華、王……等。","https://web.klokah.tw/text/sound/25959/433795.mp3"
"Kndadax Minkwo hngkawas 94 daw, smruwa priyux hangan Seejiq ka kmlawa baraw, duma sejiqun ga asi duuy hangan Seejiq kana da, ana nanaq mseupu dmuuy hangan seejiq ni hangan Tlu uri.","自民國94年以後，政府才同意原住民恢復原住民的名字，有的全部改為原住民的名字，也可以原漢名併用。","https://web.klokah.tw/text/sound/25959/433796.mp3"
"Kiya ni paah sayang do, iyux bi phici thangan rudan sbiyaw, tai saw musa muru malu endaan rdrudan sbiyaw.","因此從現在起，為了保存傳統的名字，希望能依家族耆老的意願取名字，","https://web.klokah.tw/text/sound/25959/433797.mp3"
"Duri ni sblaiq bi kmgaaw nanaq kuxul hangan.","並選擇認為最佳的名字而命名之。","https://web.klokah.tw/text/sound/25959/433798.mp3"
"Seejiq ga niqan tru klgan kari, kiya ka ksun seejiq nTruku, seediq nTgdaya ni sediq nToda,","賽德克族是由三個方言語群所組成的，就是我們所說的都達人（seediq nToda）、德路固人（seediq nTruku）、德固達雅人（seediq nTgdaya），","https://web.klokah.tw/text/sound/25961/429000.mp3"
"mnniq pusu yayung Mtudu ka alang Seejiq/Seediq/Sediq.","我們原居住在濁水溪上游，今霧社至靜觀一帶。","https://web.klokah.tw/text/sound/25961/429001.mp3"
"Daya balay o alang nTruku, truma na o alang nToda bitaq alang nTgdaya na alang Paran.","現在最上游是德路固部落，下方是都達部落以及德固達雅群的巴蘭部落，","https://web.klokah.tw/text/sound/25961/429002.mp3"
"Sayang do truma bi o alang nTruku da. Dhiya pnaah alang Truku wada thjil alang Pulan sayang,","最下方也是德路固群的部落。因為他們是從靜觀遷移到這裡的族群。","https://web.klokah.tw/text/sound/25961/429003.mp3"
"Ana nanaq ini ktna hari ka hnang tru kari ga, ida tduwa mpprngaw kari.","我們三語群之間的聲調（聲腔）上雖然有些許差異，但我們還是可以交談與溝通，","https://web.klokah.tw/text/sound/25961/429004.mp3"
"Balay bi o ida niqan ka ini ktna na kari uri, ana nanaq saw kiya o msiling do, mpkkla embahang dhnu.","即使如此，經由我們互相溝通之後就能了解。","https://web.klokah.tw/text/sound/25961/429005.mp3"
"Manu ka laqi meuyas sayang do, mpprngaw kari Tlu kana da, ini kmrngaw kari Seejiq da, ada ka endaan kmlawa Tanah Tunux,","可是現在的年輕學子幾乎都在使用國語，幾乎不會使用賽德克語講話，","https://web.klokah.tw/text/sound/25961/429006.mp3"
"smluhay kari Tanah Tunux kana ka seejiq klealang, Miyah ka Tlu duri o embiyax balay dmudug skari kari Tlu dungan,","因為經歷了日本殖民使用日語，再來國民政府推行說國語，","https://web.klokah.tw/text/sound/25961/429007.mp3"
"kiya ka ini hari qbhangi ka kari Seejiq meuyas sapah pyasan ka siida.","因此台灣原住民語言不曾在學校使用過。","https://web.klokah.tw/text/sound/25961/429008.mp3"
"Sayang dga tgaaw mpprngaw kari Tlu kana ka seejiq kealang uri, ana nanaq saw drudan alang ida wada kmbiyax bi smluhay kari Tlu uri, srngaw na laqi laqi.","部落裡的族人都使用華語來溝通，連部落裡的老人家也都努力學華語，以便跟子孫溝通。","https://web.klokah.tw/text/sound/25961/429009.mp3"
"Sayang do niqan egu ka qnpringan mincyen qnpringan klalang niqan lnglungan dha, kmbiyax bi pstutuy dmudug kari Seejiq ni smmalu nanaq patas uri,","不過現在有很多的民間團體都自發性的編寫教材與推廣族語教學，","https://web.klokah.tw/text/sound/25961/429010.mp3"
"kiya ni pdaan dha sapah pyasan smluhay ka kari Seejiq.","中小學也列入鄉土語言學習之課程，","https://web.klokah.tw/text/sound/25961/429011.mp3"
"Saw ka slluhay mpprngaw kari Seejiq, euda malu Gaya rudan sbiyaw,","例如一些有關於會話練習、文化、神話故事、歌謠與競賽等多方面的學習，","https://web.klokah.tw/text/sound/25961/429012.mp3"
"kari ndaan rdrudan seuxal ni uyas pspung kari Seejiq, egu klgan ka euda slhayan, malu pdaan dha saw nii ka kwahun dmudug kari dSeejiq.","對語言推廣有很大的幫助，然而語言是祖先留下來的財寶，要好好珍惜與傳承下去，","https://web.klokah.tw/text/sound/25961/429013.mp3"
"Kari Seejiq nii o ida hnici na rdrudan, asi ka bliqun smluhay ni qulung tmgsa, iya balay shngii, iya balay pstqi.","千萬不要忘記，千萬不要讓它消失。","https://web.klokah.tw/text/sound/25961/429014.mp3"
"hnang","腔調","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V1.mp3"
"jiyax","日子（Tada稱diyax）","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V2.mp3"
"ali","日子（Tgdaya）","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V3.mp3"
"ada ka ","也許","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V4.mp3"
"msrahuq","遺漏","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V5.mp3"
"mnspruq","破裂","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V6.mp3"
"Pusu Tasil","石頭","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V7.mp3"
"Pusu Qhuni ","根源","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V8.mp3"
"Bnuhur ","白石山","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V9.mp3"
"Tasil rmdax","閃亮的岩石","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V10.mp3"
"truma lhngaw","山洞裡","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V11.mp3"
"kndudul ","逐漸","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V12.mp3"
"mstrung ","結婚","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V13.mp3"
"prajing","開始","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V14.mp3"
"hraan hidaw ","東邊","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V15.mp3"
"mswayay","分離、相隔","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V16.mp3"
"mtghak","擴散","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V17.mp3"
"mtgsak","分散","https://web.klokah.tw/extension/cu_data/audio/17/17_1_V18.mp3"
"Yabi","也許","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V1.mp3"
"mhrinas","超過","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V2.mp3"
"hnbragan","多（指人口數）","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V3.mp3"
"breenux","平原","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V4.mp3"
"psdurang","捕獵","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V5.mp3"
" rqnux","鹿","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V6.mp3"
"lwaqan","驅趕","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V7.mp3"
"Kaxabu","平埔族","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V8.mp3"
"ungac brahan ","沒有辦法","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V9.mp3"
" yayung Mtudu","濁水溪","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V10.mp3"
" ini tuku","不夠","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V11.mp3"
"tegaaw ","盡是","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V12.mp3"
"rinah ","更是","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V13.mp3"
"dmudug","推動","https://web.klokah.tw/extension/cu_data/audio/17/17_2_V14.mp3"
"kmrngaw","想說","https://web.klokah.tw/extension/cu_data/audio/17/17_3_V1.mp3"
"mssiling","詢問","https://web.klokah.tw/extension/cu_data/audio/17/17_3_V2.mp3"
"kari Tlu ","華語","https://web.klokah.tw/extension/cu_data/audio/17/17_3_V3.mp3"
"tgaaw","盡是","https://web.klokah.tw/extension/cu_data/audio/17/17_3_V4.mp3"
"shngii","忘記","https://web.klokah.tw/extension/cu_data/audio/17/17_3_V5.mp3"
"pstqi","讓它消失","https://web.klokah.tw/extension/cu_data/audio/17/17_3_V6.mp3"
"pnsltulan","相傳","https://web.klokah.tw/extension/cu_data/audio/17/17_4_V1.mp3"
"Ini bi bhangi","從來沒聽說","https://web.klokah.tw/extension/cu_data/audio/17/17_4_V2.mp3"
"hnici ","留下、流傳","https://web.klokah.tw/extension/cu_data/audio/17/17_4_V3.mp3"
"yayung Mbanah","南溪","https://web.klokah.tw/extension/cu_data/audio/17/17_4_V4.mp3"
"dgiyaq tqilung ","奇萊南峰","https://web.klokah.tw/extension/cu_data/audio/17/17_4_V5.mp3"
"dgiyaq Gokang","合歡山","https://web.klokah.tw/extension/cu_data/audio/17/17_4_V6.mp3"
"dgiyaq Pgjiyan","守成大山","https://web.klokah.tw/extension/cu_data/audio/17/17_4_V7.mp3"
"mahun","要喝","https://web.klokah.tw/extension/cu_data/audio/17/17_5_V1.mp3"
"qmraq","抓","https://web.klokah.tw/extension/cu_data/audio/17/17_5_V2.mp3"
"kndkilan","生態","https://web.klokah.tw/extension/cu_data/audio/17/17_5_V3.mp3"
"qlhangun","照顧","https://web.klokah.tw/extension/cu_data/audio/17/17_5_V4.mp3"
"prmuxi ","入侵","https://web.klokah.tw/extension/cu_data/audio/17/17_5_V5.mp3"
"mgntun","遭逢","https://web.klokah.tw/extension/cu_data/audio/17/17_5_V6.mp3"
"smulus","牽牛","https://web.klokah.tw/extension/cu_data/audio/17/17_6_V1.mp3"
"mnkung","漸暗","https://web.klokah.tw/extension/cu_data/audio/17/17_6_V2.mp3"
"mhru","長出","https://web.klokah.tw/extension/cu_data/audio/17/17_6_V3.mp3"
"bnqrus","辛苦","https://web.klokah.tw/extension/cu_data/audio/17/17_6_V4.mp3"
" phlisun","被取笑","https://web.klokah.tw/extension/cu_data/audio/17/17_6_V5.mp3"
"ksngun ","被罵","https://web.klokah.tw/extension/cu_data/audio/17/17_6_V6.mp3"
"snru ","教訓過","https://web.klokah.tw/extension/cu_data/audio/17/17_6_V7.mp3"
"mddayaw","相互幫忙","https://web.klokah.tw/extension/cu_data/audio/17/17_7_V1.mp3"
"mggealu","相惜相憐","https://web.klokah.tw/extension/cu_data/audio/17/17_7_V2.mp3"
"smkagun"," 推崇","https://web.klokah.tw/extension/cu_data/audio/17/17_7_V3.mp3"
"knkla","智慧","https://web.klokah.tw/extension/cu_data/audio/17/17_7_V4.mp3"
"dmuuy","握有","https://web.klokah.tw/extension/cu_data/audio/17/17_7_V5.mp3"
"emsapuh","祈福者","https://web.klokah.tw/extension/cu_data/audio/17/17_7_V6.mp3"
"smriyux qmlahang ","改朝換代","https://web.klokah.tw/extension/cu_data/audio/17/17_8_V1.mp3"
"pqlalun","讓……吃","https://web.klokah.tw/extension/cu_data/audio/17/17_8_V2.mp3"
"pgyaun","遵守","https://web.klokah.tw/extension/cu_data/audio/17/17_8_V3.mp3"
"mtgeuqu ka lnglungan"," 誤會","https://web.klokah.tw/extension/cu_data/audio/17/17_8_V4.mp3"
"bnarah ","創新","https://web.klokah.tw/extension/cu_data/audio/17/17_8_V5.mp3"
"ddhqun lmnglung","意想不到","https://web.klokah.tw/extension/cu_data/audio/17/17_9_V1.mp3"
"dnjiyan","使用過","https://web.klokah.tw/extension/cu_data/audio/17/17_9_V2.mp3"
"snaais","縫製","https://web.klokah.tw/extension/cu_data/audio/17/17_9_V3.mp3"
"mkmkan ","想嚐一嚐","https://web.klokah.tw/extension/cu_data/audio/17/17_9_V4.mp3"
"mbbarig","生意","https://web.klokah.tw/extension/cu_data/audio/17/17_9_V5.mp3"
"sdngiyun","結交","https://web.klokah.tw/extension/cu_data/audio/17/17_9_V6.mp3"
"pniqi ","放著","https://web.klokah.tw/extension/cu_data/audio/17/17_10_V1.mp3"
"phlingun","役使狗","https://web.klokah.tw/extension/cu_data/audio/17/17_10_V2.mp3"
"mhraw","追逐","https://web.klokah.tw/extension/cu_data/audio/17/17_10_V3.mp3"
"mtngi","飽足","https://web.klokah.tw/extension/cu_data/audio/17/17_10_V4.mp3"
"balas","公牛","https://web.klokah.tw/extension/cu_data/audio/17/17_10_V5.mp3"
"gipu","母牛","https://web.klokah.tw/extension/cu_data/audio/17/17_10_V6.mp3"
"pdyagun","被幫助","https://web.klokah.tw/extension/cu_data/audio/17/17_10_V7.mp3"
"masu suyaw","粟","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V1.mp3"
"basaw","黍","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V2.mp3"
"stngi","讓……吃飽","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V3.mp3"
"rmxi","倒入","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V4.mp3"
"mwamun","要攪和","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V5.mp3"
"isux","飯匙","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V6.mp3"
"psqrung","使……烤焦","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V7.mp3"
"rqda ","三角灶","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V8.mp3"
"ltuun","要冷卻","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V9.mp3"
"taku","湯匙","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V10.mp3"
"hlmaun","蒸","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V11.mp3"
"idaw kama","乾飯","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V12.mp3"
"mqrinuc"," 苦","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V13.mp3"
"libaw"," 鍋","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V14.mp3"
"snagun","要清洗","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V15.mp3"
"qpatur","蛙類","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V16.mp3"
"quyu","蛇類","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V17.mp3"
"baraq","內臟","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V18.mp3"
"hliqun","撕開","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V19.mp3"
"kmruc"," 鋸","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V20.mp3"
"sntmuwan","鹽使味道更好","https://web.klokah.tw/extension/cu_data/audio/17/17_11_V21.mp3"
"lkusaun hiyi ","身體裝飾","https://web.klokah.tw/extension/cu_data/audio/17/17_12_V1.mp3"
"bkiyun","綑綁","https://web.klokah.tw/extension/cu_data/audio/17/17_12_V2.mp3"
"tqriyun","纏繞","https://web.klokah.tw/extension/cu_data/audio/17/17_12_V3.mp3"
"sblaiq","幸福；平安","https://web.klokah.tw/extension/cu_data/audio/17/17_12_V4.mp3"
"shmaan","小便處","https://web.klokah.tw/extension/cu_data/audio/17/17_12_V5.mp3"
"kcilux","很熱","https://web.klokah.tw/extension/cu_data/audio/17/17_13_V1.mp3"
"smbuc","打","https://web.klokah.tw/extension/cu_data/audio/17/17_13_V2.mp3"
"knhmuc","很隨便","https://web.klokah.tw/extension/cu_data/audio/17/17_13_V3.mp3"
"msseeluk","相互搶奪","https://web.klokah.tw/extension/cu_data/audio/17/17_13_V4.mp3"
"gmaxun","混和","https://web.klokah.tw/extension/cu_data/audio/17/17_13_V5.mp3"
"asug","分類","https://web.klokah.tw/extension/cu_data/audio/17/17_14_V1.mp3"
"skenaqun","區分","https://web.klokah.tw/extension/cu_data/audio/17/17_14_V2.mp3"
"pqdriqun","將……驅離","https://web.klokah.tw/extension/cu_data/audio/17/17_14_V3.mp3"
"mdanga","撫養","https://web.klokah.tw/extension/cu_data/audio/17/17_14_V4.mp3"
"smulu","願望、希望","https://web.klokah.tw/extension/cu_data/audio/17/17_14_V5.mp3"
"plmalan","增加","https://web.klokah.tw/extension/cu_data/audio/17/17_15_V1.mp3"
"mtahu","生火","https://web.klokah.tw/extension/cu_data/audio/17/17_15_V2.mp3"
"sneegul","跟隨","https://web.klokah.tw/extension/cu_data/audio/17/17_15_V3.mp3"
"miyuk","吹","https://web.klokah.tw/extension/cu_data/audio/17/17_15_V4.mp3"
"gnrigan","跳過","https://web.klokah.tw/extension/cu_data/audio/17/17_15_V5.mp3"
"pnluban","關係","https://web.klokah.tw/extension/cu_data/audio/17/17_15_V6.mp3"
"masug","分配","https://web.klokah.tw/extension/cu_data/audio/17/17_16_V1.mp3"
"kmaraw","整理","https://web.klokah.tw/extension/cu_data/audio/17/17_16_V2.mp3"
"ttgsa","教、指導","https://web.klokah.tw/extension/cu_data/audio/17/17_16_V3.mp3"
"smdhur","推崇","https://web.klokah.tw/extension/cu_data/audio/17/17_16_V4.mp3"
"hnlmaan","烹煮糯米","https://web.klokah.tw/extension/cu_data/audio/17/17_16_V5.mp3"
"mgimax","混和","https://web.klokah.tw/extension/cu_data/audio/17/17_17_V1.mp3"
"slawa","稱作","https://web.klokah.tw/extension/cu_data/audio/17/17_17_V2.mp3"
"pstuq kari","訂婚","https://web.klokah.tw/extension/cu_data/audio/17/17_17_V3.mp3"
"meytaq qsiya","刺水","https://web.klokah.tw/extension/cu_data/audio/17/17_17_V4.mp3"
"snhian","信仰","https://web.klokah.tw/extension/cu_data/audio/17/17_17_V5.mp3"
"psdara babuy","殺豬","https://web.klokah.tw/extension/cu_data/audio/17/17_17_V6.mp3"
"Qnpringan","組織","https://web.klokah.tw/extension/cu_data/audio/17/17_18_V1.mp3"
"sdhruun","推崇","https://web.klokah.tw/extension/cu_data/audio/17/17_18_V2.mp3"
"luhay","習慣","https://web.klokah.tw/extension/cu_data/audio/17/17_18_V3.mp3"
"psiyus","祭祀","https://web.klokah.tw/extension/cu_data/audio/17/17_18_V4.mp3"
"sqdal","分食給…","https://web.klokah.tw/extension/cu_data/audio/17/17_18_V5.mp3"
"qulung","一定","https://web.klokah.tw/extension/cu_data/audio/17/17_19_V1.mp3"
"Hmuya","為何","https://web.klokah.tw/extension/cu_data/audio/17/17_19_V2.mp3"
"kmiyah","想來","https://web.klokah.tw/extension/cu_data/audio/17/17_19_V3.mp3"
"Rngagi","說","https://web.klokah.tw/extension/cu_data/audio/17/17_19_V4.mp3"
"smiyuk","回答","https://web.klokah.tw/extension/cu_data/audio/17/17_19_V5.mp3"
"smiling","詢問","https://web.klokah.tw/extension/cu_data/audio/17/17_19_V6.mp3"
"pdaun","透過","https://web.klokah.tw/extension/cu_data/audio/17/17_19_V7.mp3"
"mbiyax"," 健康","https://web.klokah.tw/extension/cu_data/audio/17/17_19_V8.mp3"
"mlawa ","呼喚","https://web.klokah.tw/extension/cu_data/audio/17/17_20_V1.mp3"
"mhada ","成熟","https://web.klokah.tw/extension/cu_data/audio/17/17_20_V2.mp3"
"kmruc"," 鋸掉","https://web.klokah.tw/extension/cu_data/audio/17/17_20_V3.mp3"
"Gntuan ","被堆砌","https://web.klokah.tw/extension/cu_data/audio/17/17_20_V4.mp3"
"pixun ","要壓","https://web.klokah.tw/extension/cu_data/audio/17/17_20_V5.mp3"
"sqpahun ","黏貼","https://web.klokah.tw/extension/cu_data/audio/17/17_20_V6.mp3"
"qmuyux","下雨……","https://web.klokah.tw/extension/cu_data/audio/17/17_21_V1.mp3"
"ngalan hangan","取名","https://web.klokah.tw/extension/cu_data/audio/17/17_21_V2.mp3"
"gqiyan hidaw","西方","https://web.klokah.tw/extension/cu_data/audio/17/17_21_V3.mp3"
"lwani","呼叫","https://web.klokah.tw/extension/cu_data/audio/17/17_21_V4.mp3"
"mrana","繁衍","https://web.klokah.tw/extension/cu_data/audio/17/17_21_V5.mp3"
"skyaan","被標註","https://web.klokah.tw/extension/cu_data/audio/17/17_21_V6.mp3"
"ana bitaq knuwan","直到永遠","https://web.klokah.tw/extension/cu_data/audio/17/17_21_V7.mp3"
"mhuqil","死亡","https://web.klokah.tw/extension/cu_data/audio/17/17_22_V1.mp3"
"angal tunux","獵首","https://web.klokah.tw/extension/cu_data/audio/17/17_22_V2.mp3"
"msangay","休息","https://web.klokah.tw/extension/cu_data/audio/17/17_22_V3.mp3"
"pdai","路過","https://web.klokah.tw/extension/cu_data/audio/17/17_22_V4.mp3"
"smliq","破壞","https://web.klokah.tw/extension/cu_data/audio/17/17_22_V5.mp3"
"tmukuy basaw","播黍","https://web.klokah.tw/extension/cu_data/audio/17/17_23_V1.mp3"
"mgrbu","清晨","https://web.klokah.tw/extension/cu_data/audio/17/17_23_V2.mp3"
"syuqun","灑水","https://web.klokah.tw/extension/cu_data/audio/17/17_23_V3.mp3"
"gtuun","堆積成","https://web.klokah.tw/extension/cu_data/audio/17/17_23_V4.mp3"
"knkrayan","硬度","https://web.klokah.tw/extension/cu_data/audio/17/17_23_V5.mp3"
"knhada","成熟","https://web.klokah.tw/extension/cu_data/audio/17/17_23_V6.mp3"
"mrinah","更是","https://web.klokah.tw/extension/cu_data/audio/17/17_24_V1.mp3"
"tucing puga","肚臍脫落","https://web.klokah.tw/extension/cu_data/audio/17/17_24_V2.mp3"
"tnseiyax","侮辱、歧視","https://web.klokah.tw/extension/cu_data/audio/17/17_24_V3.mp3"
"pprngaw","商量、討論","https://web.klokah.tw/extension/cu_data/audio/17/17_24_V4.mp3"
"hangan qhuni ","樹類名稱","https://web.klokah.tw/extension/cu_data/audio/17/17_24_V5.mp3"
"empsapuh ","醫師","https://web.klokah.tw/extension/cu_data/audio/17/17_24_V6.mp3"
"rwaqun ","驅離","https://web.klokah.tw/extension/cu_data/audio/17/17_24_V7.mp3"
"hnqilan","死狀","https://web.klokah.tw/extension/cu_data/audio/17/17_25_V1.mp3"
"tuxan","靈界","https://web.klokah.tw/extension/cu_data/audio/17/17_25_V2.mp3"
"rbngan","掩埋","https://web.klokah.tw/extension/cu_data/audio/17/17_25_V3.mp3"
"smku","藏起來","https://web.klokah.tw/extension/cu_data/audio/17/17_25_V4.mp3"
"tmlung","觸摸","https://web.klokah.tw/extension/cu_data/audio/17/17_25_V5.mp3"
"mnhici","留下","https://web.klokah.tw/extension/cu_data/audio/17/17_25_V6.mp3"
"mqeepi","閉起來","https://web.klokah.tw/extension/cu_data/audio/17/17_25_V7.mp3"
"thmkuan","敬拜之處","https://web.klokah.tw/extension/cu_data/audio/17/17_25_V8.mp3"
"snruan","口傳","https://web.klokah.tw/extension/cu_data/audio/17/17_26_V1.mp3"
"snalu","創造；製作","https://web.klokah.tw/extension/cu_data/audio/17/17_26_V2.mp3"
"patas","書","https://web.klokah.tw/extension/cu_data/audio/17/17_26_V3.mp3"
"lnglungan","想法","https://web.klokah.tw/extension/cu_data/audio/17/17_26_V4.mp3"
"qnqilan","困苦","https://web.klokah.tw/extension/cu_data/audio/17/17_26_V5.mp3"
"nsaan","經驗","https://web.klokah.tw/extension/cu_data/audio/17/17_27_V1.mp3"
"hrpasan","有趣的","https://web.klokah.tw/extension/cu_data/audio/17/17_27_V2.mp3"
"hmapuy","烹煮","https://web.klokah.tw/extension/cu_data/audio/17/17_27_V3.mp3"
"mahu","洗（衣服）","https://web.klokah.tw/extension/cu_data/audio/17/17_27_V4.mp3"
"dmanga","餵養","https://web.klokah.tw/extension/cu_data/audio/17/17_27_V5.mp3"
"tmabug","飼養","https://web.klokah.tw/extension/cu_data/audio/17/17_27_V6.mp3"
"pstuq","斷掉","https://web.klokah.tw/extension/cu_data/audio/17/17_27_V7.mp3"
"shuya","要如何","https://web.klokah.tw/extension/cu_data/audio/17/17_28_V1.mp3"
"truwa","清楚","https://web.klokah.tw/extension/cu_data/audio/17/17_28_V2.mp3"
"sslian","集合處","https://web.klokah.tw/extension/cu_data/audio/17/17_28_V3.mp3"
"lmgeelug","移動","https://web.klokah.tw/extension/cu_data/audio/17/17_28_V4.mp3"
"trugan","模仿","https://web.klokah.tw/extension/cu_data/audio/17/17_28_V5.mp3"
"psaan","放置的地方","https://web.klokah.tw/extension/cu_data/audio/17/17_28_V6.mp3"
"tminun","織布","https://web.klokah.tw/extension/cu_data/audio/17/17_29_V1.mp3"
"tduwa","可以","https://web.klokah.tw/extension/cu_data/audio/17/17_29_V2.mp3"
"kndux","厚實","https://web.klokah.tw/extension/cu_data/audio/17/17_29_V3.mp3"
"sqyanun","被掛……","https://web.klokah.tw/extension/cu_data/audio/17/17_29_V4.mp3"
"keeguy","偷竊","https://web.klokah.tw/extension/cu_data/audio/17/17_29_V5.mp3"
"mnegay","給過","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V1.mp3"
"mangal","取用","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V2.mp3"
"sklutuc","使……傳承","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V3.mp3"
"pahung","勇敢、勇氣","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V4.mp3"
"biyax","力氣；能力","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V5.mp3"
"mssu","溫和","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V6.mp3"
"ssiyaw","周遭","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V7.mp3"
"lnglingay","環境","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V8.mp3"
"meydang","死亡（隱喻）","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V9.mp3"
"dnnanga","被撫養","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V10.mp3"
"pnama","率先","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V11.mp3"
"pryuxun","更換","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V12.mp3"
"smruwa","答應","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V13.mp3"
"muru","模仿","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V14.mp3"
"kmgaaw","選用","https://web.klokah.tw/extension/cu_data/audio/17/17_30_V15.mp3"
