# Gloss cells the audited source output blanked to the '_' absent-gloss
# placeholder but which the previously published source carries as real
# glossing. Restored at load time so the corpus keeps both the audited
# source's row realignments AND this glossing. Keyed by source file,
# record id, gloss-row index, cell index; wordform is carried as a witness
# and the restoration is skipped if it no longer matches.
#
# Provenance: Corpora/NTUFormosanCorpus/CodeAndDocs/story as published on
# main at the time of writing. See pipeline/README.md.
source_file	record_id	row	cell	wordform	value
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	269	2	1	sa-sekla'	Ca-AF.know
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	269	2	2	sa-sekla'	Ca重疊-主焦.知道
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	269	5	1	'okik	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	269	5	2	'okik	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	27	2	1	kin	very
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	27	2	2	kin	很
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	270	2	1	ma'an	1SG.GEN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	270	2	2	ma'an	1SG.屬格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	271	2	1	hayno'	where
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	271	2	2	hayno'	哪裡
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	272	2	1	roS==a'	two
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	272	2	2	roS==a'	二
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	274	2	1	ma'	also
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	274	2	2	ma'	也
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	275	2	1	say'ino'	from.where
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	275	2	2	say'ino'	從哪裡
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	276	2	1	'aehae'	one
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	276	2	2	'aehae'	一
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	277	2	1	ay	Q
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	277	2	2	ay	疑問
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	278	2	1	m==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	278	2	2	m==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	280	2	1	ai==	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	280	2	2	ai==	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	281	2	1	(Hx)	that
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	281	2	2	(Hx)	那裡
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	281	4	1	(Hx)	wish
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	281	4	2	(Hx)	希望
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	281	6	1	(Hx)	want
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	281	6	2	(Hx)	要
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	282	2	1	iya	want
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	282	2	2	iya	要
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	282	7	1	o:./	DM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	282	7	2	o:./	DM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	283	2	1	ray	LOC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	283	2	2	ray	處格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	284	2	1	holoy	work
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	284	2	2	holoy	工作
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	284	5	1	koSa:	say
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	284	5	2	koSa:	<主焦>說
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	284	9	1	lobih	AF.return
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	284	9	2	lobih	主焦.回
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	285	2	1	ka==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	285	2	2	ka==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	287	2	1	ki:im	look.for
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	287	2	2	ki:im	<主焦>找
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	288	2	1	'ihi',\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	288	2	2	'ihi',\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	3	2	1	kaSo	make
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	3	2	2	kaSo	做
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	30	2	1	'ihi',\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	30	2	2	'ihi',\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	31	2	1	ah==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	31	2	2	ah==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	32	2	1	rayhil	money
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	32	2	2	rayhil	錢
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	33	2	1	nak	like
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	33	2	2	nak	像
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	34	2	1	'oka'	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	34	2	2	'oka'	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	35	2	1	m==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	35	2	2	m==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	36	2	1	hayza	EXIST
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	36	2	2	hayza	存在
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	37	2	1	mamowa'	AF.plant
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	37	2	2	mamowa'	主焦.種
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	38	2	1	bo--	FS
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	38	2	2	bo--	FS
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	39	2	1	'i'ini'	not.yet
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	39	2	2	'i'ini'	尚未
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	40	2	1	ah	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	40	2	2	ah	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	41	2	1	a==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	41	2	2	a==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	41	8	1	titi'an	a.bit
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	41	8	2	titi'an	一點
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	42	2	1	ma--,/	FS
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	42	2	2	ma--,/	FS
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	43	2	1	ao	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	43	2	2	ao	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	45	2	1	'ihi'',/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	45	2	2	'ihi'',/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	46	2	1	ma-mowa'	AF-plant
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	46	2	2	ma-mowa'	主焦-種
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	47	2	1	ba-ba:iw==	RED-sell
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	47	2	2	ba-ba:iw==	重疊-賣
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	48	2	1	ai==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	48	2	2	ai==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	48	5	1	'ataw	PN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	48	5	2	'ataw	人名
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	49	2	1	'ihi',/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	49	2	2	'ihi',/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	5	2	1	hayza'	EXIST
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	5	2	2	hayza'	存在
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	50	2	1	sia	3SG.NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	50	2	2	sia	3SG.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	51	2	1	eh==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	51	2	2	eh==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	52	2	1	ka==	NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	52	2	2	ka==	主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	52	6	1	ka	ACC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	52	6	2	ka	受格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	53	2	1	'akoy	AF.many
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	53	2	2	'akoy	主焦.多
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	54	2	1	m==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	54	2	2	m==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	54	5	1	nakhara==,/	like
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	54	5	2	nakhara==,/	像
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	55	2	1	monaseb	fifty
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	55	2	2	monaseb	五十
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	56	2	1	o:	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	56	2	2	o:	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	57	2	1	o==baeh	INT
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	57	2	2	o==baeh	感嘆
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	58	2	1	ma	DM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	58	2	2	ma	DM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	59	2	1	m==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	59	2	2	m==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	6	2	1	roSa',\	two
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	6	2	2	roSa',\	二
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	60	2	1	ah==,/	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	60	2	2	ah==,/	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	61	2	1	kayzaeh	AF.good
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	61	2	2	kayzaeh	主焦.好
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	62	2	1	alikah	fast
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	62	2	2	alikah	快速
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	63	2	1	ma'nge==l	slow
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	63	2	2	ma'nge==l	慢
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	64	2	1	'inonaka	self
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	64	2	2	'inonaka	自己
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	65	2	1	ka-'ina'-an	KA-mother-NMZ
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	65	2	2	ka-'ina'-an	KA-母親-名物化
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	65	6	1	soiz-in	incubate-PF
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	65	6	2	soiz-in	孵蛋-受焦
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	65	9	1	kasisiyap	chick
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	65	9	2	kasisiyap	小雞
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	65	12	1	atomalan	very
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	65	12	2	atomalan	很
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	66	2	1	e==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	66	2	2	e==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	67	2	1	'ihi'',/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	67	2	2	'ihi'',/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	68	2	1	ai	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	68	2	2	ai	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	69	2	1	hahoeran	city
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	69	2	2	hahoeran	都市
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	7	2	1	minkoringan	female
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	7	2	2	minkoringan	女性
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	70	2	1	'oka'.\	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	70	2	2	'oka'.\	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	71	2	1	m==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	71	2	2	m==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	72	2	1	'ampoa'	why
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	72	2	2	'ampoa'	為什麼
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	73	2	1	noka==	GEN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	73	2	2	noka==	屬格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	75	2	1	hara	like
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	75	2	2	hara	像
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	76	2	1	kama-ra-rahoe',\	kama-RED-grow
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	76	2	2	kama-ra-rahoe',\	kama-重疊-長
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	77	2	1	'ampowa'	why
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	77	2	2	'ampowa'	為什麼
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	78	2	1	inakisaza'an	like.that
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	78	2	2	inakisaza'an	像那樣
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	79	2	1	'a,/	FS
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	79	2	2	'a,/	FS
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	8	2	1	eh	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	8	2	2	eh	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	81	2	1	somay'akoyan	raise.plenty
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	81	2	2	somay'akoyan	養很多
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	82	2	1	'aewhaey	AF.bad
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	82	2	2	'aewhaey	主焦.不好
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	83	2	1	ma'	also
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	83	2	2	ma'	也
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	84	2	1	m==,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	84	2	2	m==,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	85	2	1	sel	FS
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	85	2	2	sel	FS
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	85	5	1	ray	LOC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	85	5	2	ray	處格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	86	2	1	nimon	2PL.GEN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	86	2	2	nimon	2PL.屬格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	87	2	1	ah,/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	87	2	2	ah,/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	9	2	1	tangtang	dig
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	9	2	2	tangtang	<主焦>dig
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	92	2	1	hiza	that
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	92	2	2	hiza	那個
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	93	5	1	pa'aewpil	yam
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	93	5	2	pa'aewpil	蕃薯
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	93	8	1	[ka]	LNK
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	93	8	2	[ka]	連詞
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	95	2	1	ma'an	1SG.GEN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	95	2	2	ma'an	1SG.屬格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	96	2	1	poer'oe'==,/	vegetable.leaves
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	96	2	2	poer'oe'==,/	蔬菜
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	97	2	1	inoka==	use
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	97	2	2	inoka==	用
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	97	6	1	hayza'	EXIST
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	97	6	2	hayza'	存在
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	98	2	1	tabo'-on	feed-PF
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	98	2	2	tabo'-on	餵-受焦
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	98	8	1	alikah	fast
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	98	8	2	alikah	快
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	98	10	1	rahoe',/	grow
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	98	10	2	rahoe',/	長
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	99	2	1	ki==	CONJ
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	99	2	2	ki==	連接詞
story/Seediq_Tgdaya/sdqCon-dialog1_ciwas_tiwas 2021s.json	225	0	1	D:[wada	.AUX.PST
story/Seediq_Tgdaya/sdqCon-dialog1_ciwas_tiwas 2021s.json	225	0	2	D:[wada	.助動詞.過去
story/Seediq_Tgdaya/sdqCon-dialog4_robo_bakan_ape 2020s.json	142	0	1	dooyung=mu	grab=1SG.GEN
story/Seediq_Tgdaya/sdqCon-dialog4_robo_bakan_ape 2020s.json	142	0	2	dooyung=mu	抓=1SG.屬格
story/Tsou_Tsou/None-1.json	163	0	1	all:	@@@@@@@@
story/Tsou_Tsou/None-1.json	163	0	2	all:	@@@@@@@@
story/Tsou_Tsou/None-1.json	169	0	1	Y,M:	@@@@@@
story/Tsou_Tsou/None-1.json	169	0	2	Y,M:	@@@@@@
story/Tsou_Tsou/None-1.json	21	0	1	Y,M:	@@@
story/Tsou_Tsou/None-1.json	21	0	2	Y,M:	@@@
story/Tsou_Tsou/None-1.json	225	0	1	M,Y,G:	XXXXX
story/Tsou_Tsou/None-1.json	225	0	2	M,Y,G:	XXXXX
story/Tsou_Tsou/None-1.json	239	1	1	M,Y:	NEG
story/Tsou_Tsou/None-1.json	239	1	2	M,Y:	否定
story/Tsou_Tsou/None-1.json	241	1	1	Y,M:	DM
story/Tsou_Tsou/None-1.json	241	1	2	Y,M:	DM
story/Tsou_Tsou/None-1.json	251	1	1	M,Y:	DM
story/Tsou_Tsou/None-1.json	251	1	2	M,Y:	DM
story/Tsou_Tsou/None-1.json	370	0	1	M,Y:	@@@@@@
story/Tsou_Tsou/None-1.json	370	0	2	M,Y:	@@@@@@
story/Tsou_Tsou/None-1.json	378	0	1	G,Y:	@@@
story/Tsou_Tsou/None-1.json	378	0	2	G,Y:	@@@
story/Tsou_Tsou/None-1.json	522	1	1	Y,M:	XXXXX
story/Tsou_Tsou/None-1.json	522	1	2	Y,M:	XXXXX
story/Tsou_Tsou/TsouConv-typhoon.json	148	0	1	W,G:	@@@
story/Tsou_Tsou/TsouConv-typhoon.json	148	0	2	W,G:	@@@
story/Tsou_Tsou/TsouConv-typhoon.json	291	1	1	M,	XX
story/Tsou_Tsou/TsouConv-typhoon.json	291	1	2	M,	XX
story/Tsou_Tsou/TsouConv-typhoon.json	472	0	1	W,S:	@@@@@
story/Tsou_Tsou/TsouConv-typhoon.json	472	0	2	W,S:	@@@@@
story/Tsou_Tsou/TsouConv-typhoon.json	474	0	1	W,S:	@@@
story/Tsou_Tsou/TsouConv-typhoon.json	474	0	2	W,S:	@@@
story/Tsou_Tsou/TsouConv-typhoon.json	492	1	1	P,G:	@@@@@
story/Tsou_Tsou/TsouConv-typhoon.json	492	1	2	P,G:	@@@@@
story/Tsou_Tsou/TsouConv-typhoon.json	504	0	1	S,G,W:	XXXX
story/Tsou_Tsou/TsouConv-typhoon.json	504	0	2	S,G,W:	XXXX
story/Tsou_Tsou/TsouConv-typhoon.json	505	0	1	S,G,W:	XXXX
story/Tsou_Tsou/TsouConv-typhoon.json	505	0	2	S,G,W:	XXXX
story/Tsou_Tsou/TsouConv-typhoon.json	525	1	1	S,W,P:	@@@
story/Tsou_Tsou/TsouConv-typhoon.json	525	1	2	S,W,P:	@@@
story/Tsou_Tsou/TsouConv-typhoon.json	527	1	1	all:	@@@@@
story/Tsou_Tsou/TsouConv-typhoon.json	527	1	2	all:	@@@@@
story/Tsou_Tsou/TsouConv-typhoon.json	558	0	1	G,P:	@@@
story/Tsou_Tsou/TsouConv-typhoon.json	558	0	2	G,P:	@@@
story/Tsou_Tsou/TsouConv-typhoon.json	76	1	1	W,G,S:	@@@@
story/Tsou_Tsou/TsouConv-typhoon.json	76	1	2	W,G,S:	@@@@
story/Tsou_Tsou/TsouConv-typhoon.json	78	1	1	W,G,S:	@@@@@
story/Tsou_Tsou/TsouConv-typhoon.json	78	1	2	W,G,S:	@@@@@
story/Tsou_Tsou/TsouConv-typhoon.json	96	0	1	W,S:	people
story/Tsou_Tsou/TsouConv-typhoon.json	96	0	2	W,S:	人
